nome,modelo,serie,patrimonio,status,setor,filial,obs
PC,DELL OPTIPLEX 3010,9H0J0Y1,,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 380,6NC7GM1,10571,FALSE,SOE,7,
PC,DELL OPTIPLEX 760,4VHNYK1,,FALSE,ENGENHARIA,7,
PC,HP COMPAQ 300B MT,BRG042FMYY,,FALSE,COMPRAS,7,
PC,DELL OPTIPLEX 3020,G6H3NZ1,,FALSE,COMPRAS,7,
PC,DELL OPTIPLEX 760,6VHNYK1,,TRUE,PORTARIA,7,
PC,DELL OPTIPLEX 790,C0MT8S1,,FALSE,COMPRAS,7,
PC,DELL OPTIPLEX 3020,75H3NZ1,,FALSE,COMPRAS,7,
PC,DELL OPTIPLEX 3020,H7N3NZ1,,TRUE,TRUE,7,
PC,DELL OPTIPLEX 3020,54H3NZ1,,FALSE,C. PAGAR,7,
PC,DELL OPTIPLEX 380,C2Q2JM1,10567,FALSE,C. PAGAR,7,
PC,DELL OPTIPLEX 760,G2MXHL1,10576,FALSE,C. PAGAR,7,
PC,DELL OPTIPLEX 790,JTYXRR1,,FALSE,C. PAGAR,7,
PC,DELL OPTIPLEX 3010,1YTH6W1,,FALSE,C. PAGAR,7,
PC,DELL OPTIPLEX 320,3129ZC1,10583,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 390,G2N52V1,,FALSE,C. RECEBER,7,
PC,DELL OPTIPLEX 320,8129ZC1,10582,TRUE,TRUE,7,
PC,HP COMPAQ DX7400,BRG824F5NM,10609,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 3020,35H3NZ1,,FALSE,C. RECEBER,7,
PC,HP COMPAQ DX7400,BRG824F5L5,10620,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 755,5HGQVG1,10606,FALSE,SND,7,
PC,DELL OPTIPLEX 390,GJCD2V1,,FALSE,CPD,7,
PC,DELL OPTIPLEX 360,45MFLK1,,FALSE,C. RECEBER,7,
PC,DELL OPTIPLEX 755,6HGQVG1,10607,FALSE,CREDITO,7,
PC,HP COMPAQ 300B MT,BRG045G5ST,,FALSE,CREDITO,7,
PC,DELL OPTIPLEX 790,6RYXRR1,10863,FALSE,CREDITO,7,
PC,DELL OPTIPLEX 3010,DPPT0Y1,,FALSE,CREDITO,7,
PC,DELL OPTIPLEX 3010,HMMG6W1,10875,FALSE,FINANCEIRO,7,
PC,HP COMPAQ DX7400,BRG816F76F,,TRUE,TRUE,7,
PC,DELL OPTIPLEX 3010,3TFM6W1,,FALSE,FINANCEIRO,7,
PC,HP PRO MS 219,4CS00507L8,,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 390,7QL53V1,10845,FALSE,CONTROLADORIA,7,
NOTEBOOK,DELL VOSTRO 3560,5KKL6W1,,FALSE,ENGENHARIA,7,
NOTEBOOK,DELL LATITUDE E5520,5SDN8R1,,FALSE,CPD,7,
NOTEBOOK,DELL VOSTRO 3560,5C0X0Y1,315992986,FALSE,FINANCEIRO,7,
NOTEBOOK,LENOVO THINKPAD SL410,L1BAR627826,10584,TRUE,TRUE,7,
PC,DELL OPTIPLEX 3010,FH0Q0Y1,,FALSE,RH,7,
PC,HP COMPAQ DX2200M,BRB737002B,10644,TRUE,CPD,7,
PC,DELL OPTIPLEX 330,8NP7JH1,,FALSE,RH,7,
PC,DELL OPTIPLEX 3010,JMMG6W1,10878,FALSE,DP,7,
PC,DELL OPTIPLEX 780,229LWQ1,,FALSE,DP,7,
PC,DELL OPTIPLEX 780,DY8LWQ1,,FALSE,DP,7,
PC,DELL OPTIPLEX 780,G39LWQ1,,FALSE,DP,7,
PC,HP COMPAQ 300B MT,BRG050G86J,,FALSE,DP,7,
PC,HP COMPAQ DX7400,BRG824F5NT,,FALSE,DP,7,
PC,DELL OPTIPLEX 780,829LWQ1,,FALSE,DP,7,
PC,DELL OPTIPLEX 790,C0N49S1,,FALSE,DP,7,
PC,DELL OPTIPLEX 3020,DT79M22,,FALSE,DP,7,
PC,DELL OPTIPLEX 390,57B43V1,10860,FALSE,OPERACIONAL,7,
PC,HP COMPAQ DX7400,BRG824F5M8,,FALSE,SND,7,
PC,DELL OPTIPLEX 3020,36H3NZ1,,FALSE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 3020,5RYBG22,,FALSE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 760,J2MXHL1,10578,FALSE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 3010,2MPR0Y1,,FALSE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 755,98S06H1,10608,FALSE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 3020,53H3NZ1,,FALSE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 760,F2MXHL1,10579,FALSE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 3020,6RYBG22,,FALSE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 790,7MYXRR1,,FALSE,CONTABILIDADE,7,
PC,HP COMPAQ DX2200M,BRB737005X,10641,TRUE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 330,7NP7JH1,10618,FALSE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 3020,C626G22,,FALSE,CONTABILIDADE,7,
PC,DELL OPTIPLEX 320,2029ZC1,10585,FALSE,FALSE,7,sem fonte e sem memoria
PC,DELL OPTIPLEX 3010,C4JL6W1,,FALSE,IVAGRO,7,
PC,HP COMPAQ 300B MT,BRG045G5S3,,FALSE,IVAGRO,7,
PC,DELL OPTIPLEX 790,C0MW8S1,,FALSE,IVAGRO,7,
PC,DELL OPTIPLEX 320,1129ZC1,,FALSE,IVAGRO,7,
PC,DELL OPTIPLEX 790,9MYXRR1,,FALSE,IVAGRO,7,
PC,DELL OPTIPLEX 3020,1W79M22,,FALSE,IVAGRO,7,
PC,DELL OPTIPLEX 755,DQN6PJ1,,FALSE,IVAGRO,7,
PC,DELL OPTIPLEX 760,D2MXHL1,,FALSE,IVAGRO,7,
PC,HP COMPAQ DX7400,BRG816F76K,,FALSE,IVAGRO,7,
PC,DELL OPTIPLEX 3010,DH0H0Y1,,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 320,DZ19ZC1,,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 380,CNC7GM1,,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 780,7Y8LWQ1,,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 360,DPCNMK1,,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 390,9MQ92V1,,FALSE,LOGISTICA,7,
PC,HP COMPAQ DX2200M,BRB737002R,10627,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 360,CQCNMK1,,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 780,609LWQ1,,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 380,BNC7GM1,,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 320,C029ZC1,,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 390,88L72V1,,FALSE,LOGISTICA,7,
PC,DELL OPTIPLEX 790,C0N59S1,,FALSE,SOE,7,
PC,DELL OPTIPLEX 320,9001,,FALSE,RECEPCAO,7,
PC,DELL OPTIPLEX 3010,2J0J0Y1,10552,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 360,2RCNMK1,10552,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 3020,5S08G22,,FALSE,COMERCIAL,7,
MONITOR,DELL E1916H,BR00KFDWTVB0078E,31033,FALSE,CPD,2,
PC,DELL OPTIPLEX 3010,2LPB0Y1,,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 3020,G5H3NZ1,,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 390,BZT52V1,10846,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 320,HZ19ZC1,10589,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 790,C0N09S1,,TRUE,TRUE,7,
PC,DELL OPTIPLEX 320,9029ZC1,10599,TRUE,TRUE,7,
PC,DELL OPTIPLEX 3020,B127G22,10627,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 360,1RCNMK1,10584,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 320,2129ZC1,10598,TRUE,TRUE,7,
PC,DELL OPTIPLEX 320,7029ZC1,10594,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 320,1029ZC1,10591,TRUE,TRUE,7,
PC,DELL OPTIPLEX 755,48PCTJ1,10612,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 360,7QCNMK1,10553,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 380,2NC7GM1,10570,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 3010,8LP90Y1,,FALSE,COMERCIAL,7,
PC,BEMATECH RC 8300,"1,02081008E+017",10729,FALSE,CAIXA,14,
PC,DELL OPTIPLEX 390,DYS13V1,10855,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 320,6029ZC1,10600,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 390,HYS73V1,10861,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 390,55D73V1,10854,FALSE,COMERCIAL,7,
PC,DELL OPTIPLEX 780,739LWQ1,,FALSE,COMERCIAL,7,
